HoleID,From_m,To_m,Zn_pct,Pb_pct,Ag_ppm,BD_tonnes_m3,LowRecovery_<=85pct
BX20-008,122.50,124.50,0.110,0.102,0.5,2.631,N
BX20-008,124.50,126.00,0.020,0.114,0.5,2.604,N
BX20-008,126.00,127.50,0.020,0.053,4.8,2.630,N
BX20-008,127.50,128.50,0.020,0.010,0.5,2.653,N
BX20-008,128.50,130.00,0.431,0.010,0.5,2.643,N
BX20-008,130.00,131.00,0.107,0.057,2.9,2.612,N
BX20-008,131.00,132.50,0.020,0.246,2.4,2.657,N
BX20-008,132.50,133.50,0.020,0.034,3.0,2.620,N
BX20-008,133.50,134.50,1.028,0.258,4.9,2.677,N
BX20-008,134.50,135.50,0.020,0.010,0.9,2.583,N
BX20-008,135.50,137.00,0.246,0.096,2.5,2.633,N
BX20-008,137.00,139.00,0.020,0.090,0.5,2.585,N
BX20-008,139.00,141.00,0.214,0.010,0.5,2.650,N
BX20-008,141.00,142.00,0.301,0.143,0.5,2.614,Y
BX20-008,142.00,143.00,0.020,0.010,0.5,2.661,N
BX20-008,143.00,144.50,0.269,0.053,2.0,2.636,N
BX20-008,144.50,145.50,0.020,0.016,0.5,2.617,N
BX20-008,145.50,146.50,0.080,0.035,0.5,2.601,N
BX20-008,146.50,147.50,0.020,0.082,2.6,2.633,N
BX20-008,147.50,148.50,0.282,0.135,0.7,2.675,N
BX20-008,148.50,149.50,0.431,0.238,3.3,2.615,N
BX20-008,149.50,150.50,0.020,0.173,1.2,2.566,N
BX20-008,150.50,152.00,0.343,0.043,2.6,2.633,N
BX20-008,152.00,153.00,0.381,0.158,0.5,2.650,N
BX20-008,153.00,155.00,0.624,0.268,1.6,2.710,N
BX20-008,155.00,157.00,0.798,0.202,3.8,2.671,N
BX20-008,157.00,158.00,0.020,0.210,1.1,2.660,N
BX20-009,0.00,2.00,0.020,0.205,0.5,2.609,N
BX20-009,2.00,3.00,0.020,0.091,4.0,2.627,N
BX20-009,3.00,4.50,0.020,0.010,0.8,2.600,N
BX20-009,4.50,6.50,0.111,0.010,1.6,2.669,N
BX20-009,6.50,8.50,0.736,0.246,6.1,2.624,N
BX20-009,8.50,9.50,0.020,0.120,0.5,2.613,Y
BX20-009,9.50,11.50,0.020,0.010,2.1,2.610,N
BX20-009,11.50,12.50,0.020,0.010,0.8,2.589,N
BX20-009,12.50,14.00,0.020,0.010,2.5,2.581,N
BX20-009,14.00,15.00,0.113,0.010,0.5,2.646,N
BX20-009,15.00,16.00,0.020,0.010,0.5,2.648,N
BX20-009,16.00,17.00,0.402,0.010,1.7,2.667,N
BX20-009,17.00,18.50,0.020,0.010,0.5,2.599,N
BX20-009,18.50,19.50,0.044,0.119,0.5,2.615,N
BX20-009,19.50,21.50,0.377,0.243,0.5,2.577,N
BX20-009,21.50,23.00,0.020,0.010,3.7,2.652,N
BX20-009,23.00,24.50,0.211,0.048,3.3,2.617,N
BX20-009,24.50,25.50,0.020,0.010,2.2,2.634,N
BX20-009,25.50,26.50,0.020,0.010,0.5,2.613,N
BX20-009,26.50,28.00,0.020,0.200,0.5,2.598,N
BX20-009,28.00,30.00,0.020,0.040,0.5,2.649,N
BX20-009,30.00,32.00,0.371,0.101,5.5,2.661,N
BX20-009,32.00,33.00,0.086,0.010,0.5,2.623,N
BX20-009,33.00,35.00,0.238,0.126,3.3,2.589,N
BX20-009,35.00,36.00,0.020,0.010,2.0,2.621,N
BX20-009,36.00,37.00,0.369,0.033,0.5,2.651,N
BX20-009,37.00,39.00,0.020,0.043,0.5,2.612,N
BX20-009,39.00,40.00,0.231,0.050,1.8,2.611,N
BX20-009,40.00,41.00,0.217,0.031,5.2,2.634,Y
BX20-009,41.00,42.00,0.181,0.093,0.5,2.650,N
BX20-009,42.00,43.00,0.560,0.269,3.2,2.638,N
BX20-009,43.00,44.00,0.843,0.290,3.5,2.650,N
BX20-009,44.00,46.00,0.312,0.063,0.5,2.590,N
BX20-009,46.00,47.50,0.254,0.088,0.5,2.606,N
BX20-009,47.50,49.00,0.040,0.010,2.8,2.624,Y
BX20-009,49.00,50.50,0.062,0.137,0.5,2.659,N
BX20-009,50.50,51.50,0.020,0.062,0.5,2.626,N
BX20-009,51.50,52.50,0.020,0.072,1.3,2.627,N
BX20-009,52.50,53.50,0.698,0.010,3.2,2.690,N
BX20-009,53.50,54.50,0.132,0.033,1.0,2.608,N
BX20-009,54.50,56.50,0.286,0.206,2.9,2.632,N
BX20-009,56.50,57.50,0.020,0.010,0.5,2.613,N
BX20-009,57.50,59.00,0.069,0.032,0.5,2.613,N
BX20-009,59.00,60.00,0.158,0.066,4.0,2.680,N
BX20-009,60.00,61.00,0.020,0.093,0.5,2.645,N
BX20-009,61.00,63.00,0.526,0.210,0.5,2.698,N
BX20-009,63.00,64.50,0.311,0.057,0.6,2.607,N
BX20-009,64.50,65.50,0.224,0.010,1.6,2.637,N
BX20-009,65.50,66.50,0.128,0.010,2.8,2.621,Y
BX20-009,66.50,68.00,0.020,0.010,0.5,2.614,N
BX20-009,68.00,70.00,0.276,0.010,0.9,2.676,N
BX20-009,70.00,71.00,0.020,0.010,0.8,2.625,Y
BX20-009,71.00,72.50,0.020,0.202,1.7,2.619,N
BX20-009,72.50,74.00,0.089,0.010,0.6,2.611,N
BX20-009,74.00,75.00,0.063,0.010,5.9,2.631,N
BX20-009,75.00,76.00,0.020,0.010,3.3,2.635,N
BX20-009,76.00,77.00,0.020,0.082,0.5,2.634,N
BX20-009,77.00,78.00,0.020,0.164,0.5,2.554,N
BX20-009,78.00,79.00,0.020,0.031,1.7,2.628,N
BX20-009,79.00,81.00,0.020,0.010,0.5,2.638,N
BX20-009,81.00,82.50,0.020,0.017,0.5,2.626,N
BX20-009,82.50,83.50,0.260,0.100,0.6,2.586,N
BX20-009,83.50,84.50,0.551,0.221,3.7,2.688,N
BX20-009,84.50,86.00,0.355,0.146,3.1,2.655,N
BX20-009,86.00,87.00,0.020,0.042,0.8,2.620,N
BX20-009,87.00,88.00,0.020,0.010,1.6,2.581,N
BX20-009,88.00,89.00,0.020,0.014,3.8,2.617,N
BX20-009,89.00,90.00,0.020,0.010,2.1,2.662,N
BX20-009,90.00,91.50,0.335,0.123,0.5,2.620,N
BX20-009,91.50,93.50,0.190,0.116,0.5,2.643,N
BX20-009,93.50,94.50,0.085,0.024,0.5,2.599,N
BX20-009,94.50,95.50,0.020,0.010,0.5,2.613,N
BX20-009,95.50,96.50,0.205,0.074,0.5,2.616,N
BX20-009,96.50,98.50,0.199,0.206,3.4,2.650,N
BX20-009,98.50,100.50,0.276,0.131,4.5,2.623,N
BX20-009,100.50,101.50,0.020,0.131,1.0,2.551,N
BX20-009,101.50,103.50,0.020,0.010,0.5,2.626,N
BX20-009,103.50,105.00,0.020,0.010,1.2,2.647,N
BX20-009,105.00,107.00,0.020,0.010,1.4,2.660,N
BX20-009,107.00,108.00,0.125,0.113,0.5,2.665,N
BX20-009,108.00,109.00,0.023,0.052,3.5,2.588,N
BX20-009,109.00,110.00,0.020,0.116,0.5,2.588,N
BX20-009,110.00,111.00,0.020,0.010,1.2,2.623,N
BX20-009,111.00,112.00,0.106,0.010,0.5,2.630,N
BX20-009,112.00,114.00,0.020,0.109,3.5,2.645,N
BX20-009,114.00,116.00,0.020,0.146,0.5,2.593,N
BX20-009,116.00,117.00,0.020,0.126,0.5,2.679,N
BX20-009,117.00,118.50,0.020,0.054,0.8,2.645,N
BX20-009,118.50,119.50,0.097,0.010,0.5,2.698,N
BX20-009,119.50,121.00,0.331,0.102,7.4,2.643,N
BX20-009,121.00,122.50,0.020,0.127,0.5,2.705,N
BX20-009,122.50,123.50,0.272,0.010,0.6,2.614,N
BX20-009,123.50,125.50,0.120,0.010,0.5,2.593,N
BX20-009,125.50,126.50,0.372,0.253,2.6,2.613,N
BX20-009,126.50,127.50,0.020,0.010,0.5,2.667,N
BX20-009,127.50,129.00,0.020,0.105,2.8,2.596,N
BX20-009,129.00,130.00,0.020,0.010,0.5,2.627,N
BX20-009,130.00,131.00,0.020,0.010,0.5,2.609,N
BX20-009,131.00,132.50,0.020,0.051,2.2,2.651,N
BX20-009,132.50,134.00,0.020,0.127,0.5,2.675,N
BX20-009,134.00,136.00,0.020,0.081,2.2,2.598,N
BX20-009,136.00,137.50,0.669,0.183,7.2,2.631,N
BX20-009,137.50,139.00,0.490,0.252,1.5,2.697,N
BX20-009,139.00,140.00,0.020,0.010,0.5,2.651,N
BX20-009,140.00,141.00,0.272,0.089,4.5,2.550,N
BX20-009,141.00,142.00,0.087,0.101,2.9,2.651,N
BX20-009,142.00,143.00,0.020,0.025,0.5,2.632,N
BX20-009,143.00,145.00,0.081,0.010,0.5,2.631,N
BX20-009,145.00,146.50,0.020,0.048,0.5,2.636,N
BX20-009,146.50,148.00,0.790,0.337,7.2,2.660,Y
BX20-009,148.00,149.00,0.020,0.205,1.5,2.624,N
BX20-009,149.00,150.50,0.374,0.136,2.4,2.684,N
BX20-009,150.50,151.50,0.292,0.303,1.6,2.604,N
BX20-009,151.50,153.50,0.096,0.135,0.5,2.586,N
BX20-009,153.50,154.50,0.020,0.010,0.5,2.643,N
BX20-009,154.50,156.00,0.256,0.010,1.1,2.592,N
BX20-009,156.00,157.00,0.020,0.010,1.5,2.610,N
BX20-009,157.00,158.50,0.347,0.221,0.5,2.590,N
BX20-009,158.50,159.50,0.020,0.010,2.2,2.633,N
BX20-009,159.50,160.50,0.020,0.010,3.8,2.613,N
BX20-009,160.50,161.50,0.020,0.010,0.5,2.586,N
BX20-009,161.50,162.50,0.234,0.139,0.5,2.632,N
BX20-009,162.50,164.00,0.923,0.394,6.4,2.709,N
BX20-009,164.00,165.00,0.020,0.010,0.5,2.549,N
BX20-009,165.00,166.00,0.290,0.200,3.4,2.631,N
BX20-009,166.00,168.00,0.117,0.010,2.9,2.606,N
BX20-009,168.00,170.00,0.245,0.178,1.1,2.667,N
BX20-009,170.00,171.00,0.152,0.010,2.3,2.637,N
BX20-009,171.00,172.50,0.020,0.010,0.7,2.696,N
BX20-009,172.50,173.50,0.020,0.010,2.8,2.626,N
BX20-009,173.50,174.50,0.075,0.010,1.5,2.592,N
BX20-009,174.50,175.50,0.020,0.010,0.5,2.667,N
BX20-009,175.50,176.50,0.039,0.120,2.1,2.605,N
BX20-009,176.50,177.50,0.020,0.078,0.5,2.620,N
BX20-009,177.50,179.50,0.257,0.173,2.5,2.661,N
BX20-009,179.50,181.00,0.234,0.010,2.8,2.644,N
BX20-009,181.00,182.00,0.020,0.010,1.2,2.626,N
BX20-009,182.00,184.00,0.359,0.050,4.4,2.599,N
BX20-009,184.00,185.50,0.110,0.084,0.5,2.600,N
BX20-009,185.50,187.50,0.020,0.010,0.5,2.619,N
BX20-009,187.50,188.50,0.020,0.078,0.5,2.597,N
BX20-009,188.50,189.50,0.610,0.218,3.5,2.645,N
BX20-009,189.50,191.50,0.020,0.010,0.5,2.642,N
BX20-009,191.50,193.00,0.020,0.035,3.1,2.671,N
BX20-009,193.00,194.00,0.049,0.170,0.5,2.595,N
BX20-009,194.00,195.50,0.020,0.176,0.5,2.611,N
BX20-009,195.50,197.50,0.569,0.289,4.1,2.670,N
BX20-009,197.50,199.50,0.020,0.049,0.5,2.602,N
BX20-009,199.50,200.50,0.020,0.055,0.5,2.639,N
BX20-009,200.50,201.50,0.430,0.349,1.9,2.638,Y
BX20-009,201.50,202.50,0.204,0.011,0.7,2.634,N
BX20-009,202.50,203.50,0.020,0.162,0.5,2.650,N
BX20-009,203.50,204.50,0.111,0.065,0.5,2.609,N
BX20-009,204.50,206.50,0.020,0.136,0.7,2.627,N
BX20-009,206.50,208.00,0.426,0.218,3.4,2.611,N
BX20-009,208.00,209.00,0.189,0.010,0.5,2.538,N
BX20-009,209.00,211.00,0.129,0.013,0.5,2.587,N
BX20-009,211.00,212.00,0.020,0.010,0.5,2.587,N
BX20-009,212.00,213.00,0.020,0.202,2.4,2.607,N
BX20-009,213.00,214.00,0.442,0.173,0.7,2.582,N
BX20-009,214.00,215.50,0.020,0.010,4.3,2.636,N
BX20-009,215.50,217.50,0.191,0.010,1.6,2.621,N
BX20-009,217.50,219.00,0.154,0.124,0.5,2.643,N
BX20-009,219.00,221.00,0.020,0.010,3.7,2.643,N
BX20-009,221.00,222.50,0.042,0.010,0.5,2.597,N
BX20-009,222.50,223.50,0.080,0.108,0.5,2.631,N
BX20-009,223.50,225.50,0.020,0.010,2.3,2.624,N
BX20-009,225.50,226.50,0.020,0.135,0.5,2.606,N
BX20-009,226.50,227.50,0.020,0.010,0.5,2.664,N
BX20-009,227.50,228.50,0.020,0.010,0.5,2.596,N
BX20-009,228.50,229.50,0.020,0.010,1.6,2.600,N
BX20-009,229.50,230.50,0.296,0.248,1.0,2.676,N
BX20-009,230.50,231.50,0.020,0.010,4.1,2.592,N
BX20-009,231.50,232.50,0.333,0.168,1.1,2.573,N
BX20-009,232.50,234.00,0.241,0.136,3.4,2.611,N
BX20-009,234.00,235.00,0.020,0.227,0.5,2.636,N
BX20-009,235.00,237.00,0.020,0.010,0.5,2.617,N
BX20-009,237.00,238.50,0.503,0.064,3.2,2.634,N
BX20-009,238.50,239.00,0.020,0.010,0.5,2.682,N
BX20-010,0.00,1.50,0.020,0.075,1.9,2.618,N
BX20-010,1.50,3.50,0.020,0.042,0.5,2.601,N
BX20-010,3.50,5.00,0.020,0.025,0.5,2.588,N
BX20-010,5.00,7.00,0.020,0.010,2.2,2.550,N
BX20-010,7.00,8.00,0.020,0.010,0.5,2.625,N
BX20-010,8.00,10.00,0.081,0.010,0.5,2.656,N
BX20-010,10.00,11.50,0.020,0.028,0.5,2.569,N
BX20-010,11.50,13.00,0.020,0.010,1.9,2.665,N
BX20-010,13.00,14.00,0.470,0.028,2.7,2.630,N
BX20-010,14.00,15.00,0.099,0.010,2.8,2.648,N
BX20-010,15.00,17.00,0.020,0.010,0.5,2.613,N
BX20-010,17.00,18.00,0.020,0.010,0.6,2.650,N
BX20-010,18.00,20.00,0.020,0.143,0.5,2.585,N
BX20-010,20.00,21.00,0.020,0.010,1.4,2.616,N
BX20-010,21.00,22.50,0.409,0.048,0.5,2.623,N
BX20-010,22.50,23.50,0.167,0.132,0.8,2.598,N
BX20-010,23.50,24.50,0.020,0.050,0.5,2.604,N
BX20-010,24.50,25.50,0.353,0.200,3.1,2.647,N
BX20-010,25.50,27.00,0.311,0.084,4.8,2.666,N
BX20-010,27.00,28.00,0.020,0.298,1.3,2.631,N
BX20-010,28.00,30.00,0.020,0.144,1.2,2.621,N
BX20-010,30.00,31.00,0.202,0.121,0.5,2.644,N
BX20-010,31.00,33.00,0.073,0.010,0.5,2.621,N
BX20-010,33.00,35.00,0.564,0.113,1.7,2.702,N
BX20-010,35.00,36.50,0.020,0.011,0.5,2.653,N
BX20-010,36.50,38.00,0.020,0.021,0.5,2.659,N
BX20-010,38.00,39.00,0.020,0.012,0.5,2.629,Y
BX20-010,39.00,40.50,0.020,0.034,1.8,2.587,N
BX20-010,40.50,42.00,0.208,0.170,4.9,2.630,N
BX20-010,42.00,43.50,0.096,0.010,1.4,2.649,N
BX20-010,43.50,45.50,0.025,0.041,0.5,2.674,N
BX20-010,45.50,47.00,0.020,0.010,0.5,2.610,N
BX20-010,47.00,48.00,0.147,0.028,0.9,2.661,N
BX20-010,48.00,49.00,0.120,0.136,0.5,2.654,N
BX20-010,49.00,50.50,0.020,0.017,0.5,2.631,N
BX20-010,50.50,52.50,0.256,0.010,2.3,2.622,N
BX20-010,52.50,53.50,0.379,0.037,1.6,2.686,Y
BX20-010,53.50,55.50,0.020,0.010,0.5,2.637,N
BX20-010,55.50,57.00,0.020,0.010,0.5,2.633,N
BX20-010,57.00,58.00,0.348,0.339,4.6,2.626,N
BX20-010,58.00,59.00,0.222,0.010,4.9,2.638,N
BX20-010,59.00,60.50,0.200,0.010,0.5,2.631,N
BX20-010,60.50,62.00,0.222,0.010,3.3,2.574,N
BX20-010,62.00,63.00,0.546,0.072,0.9,2.649,N
BX20-010,63.00,64.00,0.294,0.143,1.9,2.621,N
BX20-010,64.00,65.00,0.267,0.010,0.5,2.597,Y
BX20-010,65.00,66.50,0.020,0.010,0.5,2.637,N
BX20-010,66.50,68.00,0.243,0.010,0.5,2.654,N
BX20-010,68.00,69.00,0.020,0.010,0.5,2.605,N
BX20-010,69.00,71.00,0.020,0.209,0.5,2.692,Y
BX20-010,71.00,72.00,0.020,0.170,1.2,2.654,N
BX20-010,72.00,73.50,0.020,0.010,1.0,2.642,N
BX20-010,73.50,74.50,0.020,0.071,0.5,2.616,N
BX20-010,74.50,76.50,0.020,0.035,0.5,2.618,N
BX20-010,76.50,77.50,0.020,0.152,1.9,2.588,N
BX20-010,77.50,79.50,0.020,0.010,0.5,2.642,N
BX20-010,79.50,81.50,0.020,0.114,0.5,2.607,N
BX20-010,81.50,82.50,0.093,0.091,0.7,2.623,N
BX20-010,82.50,84.50,0.076,0.010,0.5,2.676,N
BX20-010,84.50,86.50,0.020,0.010,0.5,2.636,N
BX20-010,86.50,88.50,0.301,0.016,0.9,2.647,N
BX20-010,88.50,89.50,0.020,0.097,0.5,2.653,N
BX20-010,89.50,91.00,0.102,0.105,0.5,2.613,N
BX20-010,91.00,92.00,0.175,0.149,0.5,2.607,N
BX20-010,92.00,93.50,0.020,0.085,0.5,2.652,N
BX20-010,93.50,95.50,0.020,0.010,0.5,2.609,N
BX20-010,95.50,96.50,0.255,0.132,3.7,2.698,N
BX20-010,96.50,98.00,0.020,0.086,0.5,2.617,N
BX20-010,98.00,99.00,0.020,0.150,0.5,2.627,N
BX20-010,99.00,100.00,0.020,0.175,1.4,2.632,N
BX20-010,100.00,102.00,0.237,0.145,0.5,2.597,N
BX20-010,102.00,103.00,0.020,0.059,0.5,2.642,N
BX20-010,103.00,104.00,0.020,0.032,0.5,2.623,N
BX20-010,104.00,105.00,0.159,0.010,3.8,2.629,N
BX20-010,105.00,106.00,0.020,0.111,0.5,2.622,N
BX20-010,106.00,108.00,0.149,0.010,0.5,2.638,N
BX20-010,108.00,109.00,0.020,0.010,0.5,2.593,N
BX20-010,109.00,110.50,0.020,0.010,5.3,2.619,N
BX20-010,110.50,112.00,0.220,0.081,3.1,2.637,N
BX20-010,112.00,113.00,0.020,0.096,0.5,2.618,N
BX20-010,113.00,115.00,0.020,0.124,0.5,2.560,N
BX20-010,115.00,117.00,0.020,0.010,2.5,2.665,N
BX20-010,117.00,119.00,0.020,0.034,2.7,2.602,N
BX20-010,119.00,121.00,0.080,0.284,0.5,2.598,N
BX20-010,121.00,122.50,0.207,0.010,1.6,2.617,N
BX20-010,122.50,124.50,0.227,0.017,0.5,2.592,N
BX20-010,124.50,126.00,0.163,0.168,0.5,2.669,N
BX20-010,126.00,127.00,0.020,0.078,0.5,2.630,N
BX20-010,127.00,128.00,0.097,0.151,0.5,2.661,Y
BX20-010,128.00,129.50,0.020,0.053,1.6,2.619,N
BX20-010,129.50,130.50,0.058,0.044,2.2,2.650,Y
BX20-010,130.50,131.50,0.020,0.010,0.5,2.659,N
BX20-010,131.50,133.50,0.203,0.125,0.8,2.672,N
BX20-010,133.50,134.50,0.163,0.055,0.5,2.662,N
BX20-010,134.50,135.50,0.020,0.010,0.5,2.550,N
BX20-010,135.50,137.50,0.148,0.202,0.5,2.669,N
BX20-010,137.50,138.50,0.633,0.231,3.1,2.670,N
BX20-010,138.50,139.50,0.209,0.106,3.1,2.611,N
BX20-010,139.50,141.00,0.553,0.348,8.3,2.631,N
BX20-010,141.00,142.00,0.020,0.010,0.5,2.649,N
BX20-010,142.00,143.00,0.020,0.037,4.5,2.631,N
BX20-010,143.00,144.50,0.020,0.130,0.5,2.629,N
BX20-010,144.50,146.50,0.294,0.108,1.2,2.610,N
BX20-010,146.50,148.50,0.357,0.250,2.3,2.641,N
BX20-010,148.50,149.50,0.122,0.199,1.6,2.616,N
BX20-010,149.50,150.50,0.327,0.010,1.4,2.682,N
BX20-010,150.50,152.50,0.212,0.010,0.5,2.635,N
BX20-010,152.50,154.50,0.635,0.231,4.8,2.711,N
BX20-010,154.50,156.00,0.082,0.076,1.2,2.652,N
BX20-010,156.00,157.00,0.020,0.017,0.5,2.674,N
BX20-010,157.00,158.00,0.269,0.143,3.1,2.640,N
BX20-010,158.00,159.50,0.020,0.010,0.5,2.616,N
BX20-010,159.50,160.50,0.020,0.010,1.9,2.563,N
BX20-010,160.50,162.00,0.075,0.027,0.5,2.620,N
BX20-010,162.00,163.00,0.020,0.100,0.5,2.658,Y
BX20-010,163.00,165.00,0.918,0.554,6.9,2.691,N
BX20-010,165.00,166.00,0.291,0.010,0.5,2.657,N
BX20-010,166.00,168.00,0.086,0.050,1.0,2.620,N
BX20-010,168.00,169.00,0.599,0.180,4.0,2.661,N
BX20-010,169.00,170.00,0.020,0.010,1.2,2.646,N
BX20-010,170.00,171.50,0.020,0.010,2.2,2.571,N
BX20-010,171.50,173.00,0.691,0.242,5.8,2.660,N
BX20-010,173.00,174.50,0.020,0.030,0.5,2.619,N
BX20-010,174.50,176.00,0.020,0.019,3.2,2.631,N
BX20-010,176.00,177.00,0.516,0.313,2.0,2.664,N
BX20-010,177.00,178.50,0.020,0.010,3.8,2.639,N
BX20-010,178.50,179.50,0.635,0.239,3.8,2.664,N
BX20-010,179.50,180.50,0.020,0.052,0.5,2.658,N
BX20-010,180.50,181.50,0.156,0.160,0.5,2.610,N
BX20-010,181.50,183.50,0.020,0.010,0.5,2.642,N
BX20-010,183.50,185.00,0.160,0.017,1.9,2.653,N
BX20-010,185.00,186.00,0.020,0.010,3.5,2.613,N
BX20-010,186.00,187.50,0.142,0.118,0.5,2.544,N
BX20-010,187.50,188.50,0.020,0.041,1.0,2.644,N
BX20-010,188.50,190.50,0.251,0.162,4.1,2.606,N
BX20-010,190.50,192.00,0.020,0.010,2.3,2.647,N
BX20-010,192.00,193.00,0.229,0.010,4.1,2.596,N
BX20-010,193.00,194.00,0.020,0.010,0.5,2.622,N
BX20-010,194.00,195.00,0.247,0.119,1.1,2.611,N
BX20-010,195.00,196.00,0.020,0.010,2.2,2.643,N
BX20-010,196.00,198.00,0.020,0.077,1.2,2.626,N
BX20-010,198.00,200.00,0.556,0.292,0.5,2.673,N
BX20-010,200.00,201.00,0.179,0.010,3.7,2.622,N
BX20-010,201.00,202.00,0.129,0.133,3.6,2.586,N
BX20-010,202.00,203.00,0.393,0.201,2.0,2.605,N
BX20-010,203.00,205.00,0.020,0.033,0.6,2.667,N
BX20-010,205.00,206.00,0.020,0.039,0.5,2.605,N
BX20-010,206.00,207.50,0.020,0.010,0.5,2.583,N
BX20-010,207.50,208.50,0.044,0.021,0.8,2.611,N
BX20-010,208.50,210.50,0.020,0.047,0.5,2.654,N
BX20-010,210.50,212.00,0.262,0.057,6.0,2.644,N
BX20-010,212.00,214.00,0.020,0.140,0.5,2.586,N
BX20-010,214.00,215.00,0.020,0.031,0.5,2.622,N
BX20-010,215.00,216.00,0.020,0.205,4.7,2.631,N
BX20-010,216.00,217.50,0.278,0.024,2.4,2.693,N
BX20-010,217.50,218.50,0.020,0.010,0.5,2.558,N
BX20-010,218.50,219.50,0.147,0.078,1.2,2.634,N
BX20-010,219.50,220.50,0.020,0.203,1.3,2.558,N
BX20-010,220.50,222.00,0.378,0.131,1.2,2.671,N
BX20-010,222.00,224.00,0.020,0.074,0.5,2.622,N
BX20-010,224.00,225.00,0.568,0.310,4.2,2.660,N
BX20-010,225.00,226.00,0.666,0.047,2.2,2.658,Y
BX20-010,226.00,227.00,0.020,0.209,2.8,2.568,N
BX20-010,227.00,228.00,0.020,0.162,0.5,2.577,Y
BX20-010,228.00,229.00,0.054,0.100,0.5,2.634,N
BX20-010,229.00,230.00,0.020,0.068,0.5,2.645,N
BX20-010,230.00,231.00,0.543,0.302,2.9,2.560,N
BX20-010,231.00,233.00,0.020,0.058,0.5,2.615,N
BX20-010,233.00,234.00,0.564,0.339,1.3,2.645,N
BX20-010,234.00,235.00,0.020,0.121,0.5,2.653,N
BX20-010,235.00,236.50,0.020,0.010,0.5,2.579,N
BX20-010,236.50,238.00,0.020,0.033,1.7,2.592,N
BX20-010,238.00,239.50,0.020,0.010,0.5,2.653,Y
BX20-010,239.50,240.50,0.020,0.197,0.5,2.623,N
BX20-010,240.50,241.50,0.113,0.152,1.0,2.620,N
BX20-010,241.50,242.50,0.020,0.010,0.5,2.613,N
BX20-010,242.50,244.50,0.226,0.125,0.5,2.588,N
BX20-010,244.50,246.00,0.093,0.010,0.8,2.635,N
BX20-010,246.00,247.50,0.035,0.010,2.5,2.608,N
BX20-010,247.50,248.00,0.049,0.010,2.7,2.612,N
BX20-011,0.00,1.50,0.428,0.090,4.2,2.677,N
BX20-011,1.50,3.50,0.708,0.366,3.2,2.694,Y
BX20-011,3.50,4.50,0.385,0.214,1.6,2.627,N
BX20-011,4.50,6.00,0.759,0.062,6.9,2.710,N
BX20-011,6.00,7.00,0.604,0.225,7.5,2.661,N
BX20-011,7.00,8.50,0.278,0.134,0.5,2.619,N
BX20-011,8.50,9.50,0.627,0.103,4.8,2.577,N
BX20-011,9.50,10.50,0.609,0.254,4.9,2.665,N
BX20-011,10.50,11.50,0.294,0.010,2.1,2.610,N
BX20-011,11.50,13.50,1.174,0.638,12.6,2.681,N
BX20-011,13.50,15.50,0.026,0.086,0.5,2.635,N
BX20-011,15.50,16.50,0.892,0.443,7.3,2.640,N
BX20-011,16.50,17.50,0.020,0.053,2.6,2.580,N
BX20-011,17.50,19.50,0.225,0.074,2.7,2.628,N
BX20-011,19.50,20.50,0.020,0.125,0.5,2.663,N
BX20-011,20.50,22.50,0.765,0.109,8.6,2.676,N
BX20-011,22.50,24.00,0.629,0.220,5.4,2.668,N
BX20-011,24.00,25.50,0.853,0.301,6.1,2.685,N
BX20-011,25.50,27.50,0.374,0.122,2.8,2.638,N
BX20-011,27.50,28.50,0.622,0.137,6.6,2.666,N
BX20-011,28.50,30.00,0.107,0.290,0.5,2.604,N
BX20-011,30.00,32.00,0.020,0.070,3.3,2.588,N
BX20-011,32.00,33.00,0.020,0.113,2.4,2.644,N
BX20-011,33.00,35.00,0.260,0.040,2.9,2.642,Y
BX20-011,35.00,36.50,0.424,0.172,1.4,2.694,N
BX20-011,36.50,38.50,0.064,0.024,3.8,2.632,N
BX20-011,38.50,39.50,0.027,0.010,0.5,2.594,Y
BX20-011,39.50,41.00,0.020,0.083,1.9,2.598,N
BX20-011,41.00,42.00,0.219,0.128,0.5,2.561,N
BX20-011,42.00,43.00,0.261,0.092,0.5,2.615,N
BX20-011,43.00,45.00,0.084,0.010,0.9,2.618,N
BX20-011,45.00,47.00,0.020,0.010,0.9,2.586,N
BX20-011,47.00,48.00,0.099,0.077,0.5,2.640,N
BX20-011,48.00,49.00,0.020,0.010,2.8,2.602,N
BX20-011,49.00,50.50,0.085,0.110,0.5,2.652,N
BX20-011,50.50,51.50,0.185,0.123,0.5,2.661,N
BX20-011,51.50,53.50,0.020,0.015,0.5,2.583,N
BX20-011,53.50,55.50,0.020,0.019,0.5,2.583,N
BX20-011,55.50,56.50,0.195,0.014,0.5,2.669,N
BX20-011,56.50,57.50,0.020,0.010,0.7,2.603,N
BX20-011,57.50,58.50,0.020,0.010,0.5,2.616,N
BX20-011,58.50,60.50,0.062,0.093,1.1,2.593,Y
BX20-011,60.50,61.50,0.020,0.010,1.6,2.624,N
BX20-011,61.50,62.50,0.020,0.010,0.7,2.622,N
BX20-011,62.50,64.50,0.316,0.069,2.5,2.636,N
BX20-011,64.50,65.50,0.083,0.259,0.5,2.633,N
BX20-011,65.50,66.50,0.078,0.170,0.5,2.602,N
BX20-011,66.50,67.50,0.088,0.010,4.1,2.597,N
