HoleID,From_m,To_m,Zn_pct,Pb_pct,Ag_ppm,BD_tonnes_m3,LowRecovery_<=85pct
BX20-016,194.50,196.50,3.930,1.519,26.1,2.823,Y
BX20-016,196.50,197.50,4.990,1.809,33.1,2.915,N
BX20-016,197.50,198.50,4.518,1.497,26.9,2.844,N
BX20-016,198.50,199.50,4.887,1.722,29.2,2.976,N
BX20-016,199.50,201.00,5.010,1.817,28.1,2.963,N
BX20-017,0.00,1.00,0.336,0.081,1.4,2.633,N
BX20-017,1.00,3.00,0.717,0.285,6.3,2.654,N
BX20-017,3.00,4.50,0.455,0.270,2.1,2.658,N
BX20-017,4.50,6.50,0.020,0.010,0.5,2.627,N
BX20-017,6.50,7.50,0.339,0.221,2.5,2.647,N
BX20-017,7.50,9.00,0.020,0.010,1.9,2.582,N
BX20-017,9.00,10.00,0.316,0.023,0.8,2.666,N
BX20-017,10.00,11.50,0.020,0.010,1.8,2.612,N
BX20-017,11.50,12.50,0.134,0.236,0.5,2.593,N
BX20-017,12.50,13.50,0.823,0.219,2.4,2.667,N
BX20-017,13.50,15.50,0.020,0.027,0.5,2.624,N
BX20-017,15.50,17.50,0.268,0.014,0.5,2.647,N
BX20-017,17.50,19.00,0.020,0.053,0.5,2.569,N
BX20-017,19.00,20.50,0.083,0.010,1.9,2.613,N
BX20-017,20.50,21.50,0.780,0.286,6.2,2.705,N
BX20-017,21.50,23.00,0.020,0.125,0.5,2.651,N
BX20-017,23.00,24.00,0.020,0.010,0.8,2.645,N
BX20-017,24.00,25.50,0.020,0.010,0.5,2.615,N
BX20-017,25.50,26.50,0.853,0.225,6.9,2.695,N
BX20-017,26.50,27.50,0.020,0.070,0.5,2.649,N
BX20-017,27.50,28.50,0.072,0.010,0.5,2.629,N
BX20-017,28.50,30.50,0.020,0.010,2.7,2.650,N
BX20-017,30.50,32.00,0.164,0.284,0.5,2.626,N
BX20-017,32.00,33.50,0.020,0.119,2.8,2.599,N
BX20-017,33.50,34.50,0.020,0.044,2.2,2.662,N
BX20-017,34.50,36.00,0.020,0.010,0.6,2.625,N
BX20-017,36.00,37.00,0.020,0.010,0.5,2.642,N
BX20-017,37.00,38.00,0.271,0.010,0.5,2.618,N
BX20-017,38.00,39.00,0.441,0.075,3.8,2.600,N
BX20-017,39.00,40.00,0.623,0.384,4.8,2.641,N
BX20-017,40.00,41.50,0.020,0.021,4.0,2.630,N
BX20-017,41.50,43.50,0.020,0.065,0.5,2.623,N
BX20-017,43.50,44.50,0.020,0.010,0.5,2.617,N
BX20-017,44.50,46.50,0.446,0.033,0.5,2.627,N
BX20-017,46.50,48.00,0.300,0.211,2.6,2.612,N
BX20-017,48.00,50.00,0.407,0.219,2.2,2.695,N
BX20-017,50.00,51.00,0.226,0.256,1.9,2.594,N
BX20-017,51.00,52.50,0.440,0.189,2.3,2.625,N
BX20-017,52.50,53.50,0.020,0.034,0.5,2.623,N
BX20-017,53.50,55.50,0.507,0.273,5.7,2.636,N
BX20-017,55.50,56.50,0.064,0.065,1.0,2.640,N
BX20-017,56.50,57.50,0.048,0.132,2.1,2.580,N
BX20-017,57.50,59.50,0.020,0.010,0.5,2.657,N
BX20-017,59.50,61.00,0.020,0.010,2.5,2.609,N
BX20-017,61.00,63.00,0.301,0.197,3.8,2.642,N
BX20-017,63.00,65.00,0.552,0.086,0.5,2.649,Y
BX20-017,65.00,66.00,0.170,0.214,3.2,2.654,N
BX20-017,66.00,67.00,0.254,0.140,0.5,2.635,N
BX20-017,67.00,69.00,0.695,0.084,4.9,2.674,N
BX20-017,69.00,71.00,0.602,0.276,6.7,2.653,N
BX20-017,71.00,72.00,0.102,0.010,0.5,2.559,N
BX20-017,72.00,73.00,0.102,0.010,0.5,2.608,N
BX20-017,73.00,74.00,0.020,0.010,0.5,2.680,N
BX20-017,74.00,75.00,0.020,0.010,1.6,2.592,N
BX20-017,75.00,76.00,0.413,0.193,0.7,2.618,N
BX20-017,76.00,78.00,0.125,0.010,0.5,2.616,N
BX20-017,78.00,80.00,0.020,0.010,3.6,2.607,N
BX20-017,80.00,82.00,1.084,0.502,6.9,2.694,N
BX20-017,82.00,83.00,0.133,0.038,1.0,2.637,N
BX20-017,83.00,85.00,0.065,0.010,3.7,2.612,N
BX20-017,85.00,86.50,0.158,0.152,2.0,2.717,N
BX20-017,86.50,88.00,0.429,0.205,1.7,2.641,N
BX20-017,88.00,89.50,0.148,0.010,2.6,2.681,N
BX20-017,89.50,90.50,0.020,0.010,0.5,2.666,N
BX20-017,90.50,91.50,0.775,0.351,10.8,2.630,N
BX20-017,91.50,92.50,0.651,0.418,5.8,2.677,N
BX20-017,92.50,93.50,0.020,0.035,0.5,2.626,N
BX20-017,93.50,94.50,0.020,0.054,0.5,2.587,N
BX20-017,94.50,96.00,0.238,0.020,1.5,2.629,N
BX20-017,96.00,98.00,0.020,0.010,0.5,2.672,N
BX20-017,98.00,99.50,0.345,0.258,3.8,2.616,N
BX20-017,99.50,101.00,0.611,0.363,4.0,2.679,N
BX20-017,101.00,102.00,0.377,0.036,4.0,2.638,N
BX20-017,102.00,103.00,0.648,0.328,1.8,2.717,N
BX20-017,103.00,105.00,0.131,0.126,0.5,2.693,N
BX20-017,105.00,106.50,0.379,0.108,1.7,2.651,N
BX20-017,106.50,107.50,0.378,0.010,1.2,2.658,N
BX20-017,107.50,109.50,0.149,0.071,3.2,2.648,N
BX20-017,109.50,111.00,0.681,0.505,7.1,2.712,N
BX20-017,111.00,112.50,0.208,0.010,1.5,2.725,N
BX20-017,112.50,114.00,0.374,0.131,4.8,2.650,N
BX20-017,114.00,115.00,0.334,0.252,2.4,2.620,N
BX20-017,115.00,116.50,0.634,0.249,5.9,2.699,N
BX20-017,116.50,118.50,0.573,0.010,4.2,2.627,N
BX20-017,118.50,119.50,0.364,0.185,0.5,2.681,N
BX20-017,119.50,121.50,0.602,0.081,4.0,2.621,N
BX20-017,121.50,122.50,0.619,0.326,3.8,2.620,N
BX20-017,122.50,123.50,0.296,0.059,6.2,2.640,N
BX20-017,123.50,124.50,0.505,0.294,1.1,2.665,N
BX20-017,124.50,126.50,0.291,0.030,0.5,2.623,N
BX20-017,126.50,128.00,0.611,0.397,3.3,2.711,N
BX20-017,128.00,129.00,0.924,0.382,2.9,2.669,N
BX20-017,129.00,130.50,0.064,0.094,2.5,2.611,N
BX20-017,130.50,132.50,0.404,0.088,3.3,2.662,N
BX20-017,132.50,134.50,0.501,0.225,3.4,2.623,N
BX20-017,134.50,136.00,0.895,0.495,5.9,2.672,N
BX20-017,136.00,137.00,0.450,0.167,6.7,2.674,N
BX20-017,137.00,138.00,1.071,0.257,6.2,2.695,N
BX20-017,138.00,139.00,0.394,0.285,4.5,2.680,N
BX20-017,139.00,141.00,0.458,0.083,1.7,2.617,N
BX20-017,141.00,142.50,0.733,0.221,6.3,2.747,N
BX20-017,142.50,144.00,1.045,0.406,6.0,2.734,N
BX20-017,144.00,145.00,0.344,0.223,6.6,2.661,N
BX20-017,145.00,147.00,1.174,0.497,7.1,2.722,N
BX20-017,147.00,148.00,0.465,0.092,8.0,2.654,N
BX20-017,148.00,149.50,0.020,0.010,0.5,2.572,N
BX20-017,149.50,151.00,0.555,0.301,6.5,2.657,N
BX20-017,151.00,152.00,0.988,0.340,4.8,2.632,N
BX20-017,152.00,153.00,1.091,0.288,10.0,2.699,N
BX20-017,153.00,155.00,0.708,0.396,5.6,2.672,Y
BX20-017,155.00,156.00,0.439,0.050,7.3,2.632,N
BX20-017,156.00,157.00,0.898,0.390,0.5,2.699,N
BX20-017,157.00,158.00,0.924,0.296,5.5,2.665,Y
BX20-017,158.00,160.00,0.917,0.202,4.4,2.677,N
BX20-017,160.00,162.00,1.160,0.361,4.0,2.671,N
BX20-017,162.00,163.00,1.087,0.466,2.7,2.671,N
BX20-017,163.00,164.00,1.326,0.467,5.3,2.693,N
BX20-017,164.00,165.00,0.706,0.165,6.4,2.686,N
BX20-017,165.00,166.00,1.205,0.388,10.9,2.684,N
BX20-017,166.00,168.00,1.421,0.479,9.6,2.716,N
BX20-017,168.00,169.00,0.824,0.344,3.4,2.675,N
BX20-017,169.00,171.00,1.504,0.435,8.0,2.679,N
BX20-017,171.00,172.50,1.220,0.435,8.3,2.662,N
BX20-017,172.50,173.50,1.299,0.411,3.7,2.813,N
BX20-017,173.50,175.00,1.029,0.151,7.9,2.691,N
BX20-017,175.00,176.00,1.187,0.361,5.2,2.684,N
BX20-017,176.00,177.00,0.773,0.396,4.8,2.680,N
BX20-017,177.00,179.00,1.420,0.651,9.4,2.693,N
BX20-017,179.00,180.00,1.236,0.455,9.3,2.715,N
BX20-017,180.00,181.00,1.071,0.392,4.9,2.677,N
BX20-017,181.00,183.00,1.464,0.513,8.6,2.697,N
BX20-017,183.00,184.00,0.953,0.435,4.5,2.763,N
BX20-017,184.00,185.50,1.286,0.338,8.5,2.725,N
BX20-017,185.50,187.00,1.364,0.390,5.9,2.714,N
BX20-017,187.00,189.00,1.536,0.434,9.2,2.671,N
BX20-017,189.00,191.00,2.066,0.777,11.6,2.750,N
BX20-017,191.00,192.00,2.038,0.793,10.8,2.729,N
BX20-017,192.00,193.00,1.513,0.505,6.7,2.712,N
BX20-017,193.00,194.00,1.703,0.595,9.4,2.735,N
BX20-017,194.00,195.50,1.488,0.501,7.9,2.758,N
BX20-017,195.50,197.00,1.414,0.586,8.5,2.715,N
BX20-018,0.00,1.00,0.020,0.010,1.1,2.626,N
BX20-018,1.00,2.00,0.020,0.058,1.4,2.539,N
BX20-018,2.00,3.00,0.020,0.010,0.5,2.670,N
BX20-018,3.00,5.00,0.020,0.104,0.5,2.661,N
BX20-018,5.00,6.00,0.020,0.010,0.7,2.573,N
BX20-018,6.00,7.00,0.020,0.010,3.7,2.649,N
BX20-018,7.00,8.00,0.070,0.201,0.5,2.622,N
BX20-018,8.00,9.00,0.333,0.144,2.7,2.617,N
BX20-018,9.00,11.00,0.020,0.026,0.5,2.593,N
BX20-018,11.00,12.50,0.020,0.010,4.0,2.668,N
BX20-018,12.50,14.00,0.364,0.139,0.5,2.691,N
BX20-018,14.00,15.00,0.134,0.010,1.2,2.607,N
BX20-018,15.00,16.00,0.294,0.010,0.5,2.624,N
BX20-018,16.00,18.00,0.020,0.038,1.9,2.642,N
BX20-018,18.00,20.00,0.079,0.010,0.5,2.578,N
BX20-018,20.00,21.50,0.141,0.127,2.0,2.636,N
BX20-018,21.50,23.50,0.020,0.010,0.5,2.681,N
BX20-018,23.50,24.50,0.066,0.095,0.5,2.607,N
BX20-018,24.50,25.50,0.020,0.047,0.5,2.594,N
BX20-018,25.50,27.50,0.020,0.140,5.3,2.603,N
BX20-018,27.50,28.50,0.755,0.288,4.8,2.658,N
BX20-018,28.50,30.00,0.137,0.067,0.5,2.622,Y
BX20-018,30.00,31.00,0.020,0.085,4.4,2.582,N
BX20-018,31.00,32.50,0.020,0.023,1.4,2.651,N
BX20-018,32.50,34.50,0.289,0.052,0.9,2.691,N
BX20-018,34.50,35.50,0.127,0.124,1.4,2.661,N
BX20-018,35.50,37.50,0.020,0.215,2.1,2.624,N
BX20-018,37.50,38.50,0.020,0.022,0.8,2.583,N
BX20-018,38.50,39.50,0.206,0.084,4.7,2.597,N
BX20-018,39.50,40.50,0.020,0.112,0.5,2.576,N
BX20-018,40.50,41.50,0.040,0.010,0.8,2.611,N
BX20-018,41.50,43.00,0.027,0.010,3.8,2.671,N
BX20-018,43.00,44.00,0.020,0.010,0.5,2.608,N
BX20-018,44.00,45.50,0.407,0.198,5.7,2.670,N
BX20-018,45.50,46.50,0.020,0.114,0.5,2.606,N
BX20-018,46.50,47.50,0.020,0.010,0.7,2.567,N
BX20-018,47.50,49.00,0.020,0.010,0.5,2.573,N
BX20-018,49.00,50.00,0.020,0.010,2.3,2.633,N
BX20-018,50.00,51.00,0.020,0.010,0.5,2.600,N
BX20-018,51.00,53.00,0.020,0.010,0.6,2.610,N
BX20-018,53.00,54.50,0.740,0.338,4.1,2.623,N
BX20-018,54.50,56.00,0.704,0.238,1.6,2.642,N
BX20-018,56.00,57.00,0.020,0.010,1.6,2.582,N
BX20-018,57.00,58.00,0.224,0.141,3.7,2.616,N
BX20-018,58.00,59.00,0.020,0.010,0.5,2.627,N
BX20-018,59.00,60.00,0.020,0.010,2.3,2.629,N
BX20-018,60.00,61.00,0.020,0.010,1.8,2.673,N
BX20-018,61.00,62.00,0.080,0.119,2.0,2.659,N
BX20-018,62.00,64.00,0.140,0.106,2.3,2.679,N
BX20-018,64.00,65.00,0.021,0.010,0.5,2.611,N
BX20-018,65.00,66.00,0.120,0.131,1.1,2.621,N
BX20-018,66.00,67.00,0.165,0.062,6.8,2.611,N
BX20-018,67.00,69.00,0.292,0.267,1.9,2.635,N
BX20-018,69.00,70.50,0.020,0.010,0.5,2.623,N
BX20-018,70.50,71.50,0.813,0.222,1.2,2.633,N
BX20-018,71.50,73.50,0.117,0.145,2.5,2.646,N
BX20-018,73.50,75.50,0.020,0.014,0.5,2.606,N
BX20-018,75.50,77.50,0.406,0.352,1.6,2.603,N
BX20-018,77.50,78.50,0.152,0.054,0.5,2.619,N
BX20-018,78.50,80.50,0.020,0.063,0.5,2.583,N
BX20-018,80.50,81.50,0.020,0.010,1.0,2.611,N
BX20-018,81.50,83.00,0.020,0.140,0.5,2.623,N
BX20-018,83.00,85.00,0.020,0.010,0.5,2.612,N
BX20-018,85.00,87.00,0.020,0.010,0.5,2.624,N
BX20-018,87.00,89.00,0.020,0.035,0.5,2.592,N
BX20-018,89.00,90.00,0.020,0.021,0.5,2.637,N
BX20-018,90.00,91.00,0.313,0.237,3.2,2.610,N
BX20-018,91.00,92.50,1.104,0.298,6.2,2.694,N
BX20-018,92.50,93.50,0.337,0.121,3.1,2.660,N
BX20-018,93.50,95.00,0.020,0.141,1.8,2.632,N
BX20-018,95.00,96.00,0.981,0.379,8.5,2.648,N
BX20-018,96.00,97.00,0.208,0.092,2.4,2.633,N
BX20-018,97.00,99.00,0.020,0.010,0.5,2.641,N
BX20-018,99.00,101.00,0.020,0.182,0.5,2.583,N
BX20-018,101.00,102.00,0.133,0.010,0.5,2.623,N
BX20-018,102.00,103.50,0.020,0.092,0.5,2.677,N
BX20-018,103.50,104.50,0.020,0.010,0.5,2.628,N
BX20-018,104.50,106.50,0.772,0.350,3.8,2.651,N
BX20-018,106.50,108.50,0.020,0.010,0.5,2.618,N
BX20-018,108.50,109.50,1.262,0.386,7.0,2.723,N
BX20-018,109.50,111.00,0.136,0.064,1.4,2.608,N
BX20-018,111.00,113.00,0.049,0.174,4.5,2.641,N
BX20-018,113.00,114.00,0.331,0.046,0.5,2.622,N
BX20-018,114.00,115.50,0.441,0.337,3.5,2.644,N
BX20-018,115.50,116.50,0.020,0.031,0.7,2.623,N
BX20-018,116.50,117.50,0.020,0.010,0.5,2.603,N
BX20-018,117.50,118.50,0.020,0.010,0.5,2.667,N
BX20-018,118.50,120.50,0.048,0.145,1.5,2.617,N
BX20-018,120.50,121.50,0.589,0.231,5.7,2.620,N
BX20-018,121.50,122.50,0.767,0.208,9.5,2.623,N
BX20-018,122.50,123.50,0.020,0.010,0.5,2.567,N
BX20-018,123.50,124.50,0.020,0.111,1.2,2.668,N
BX20-018,124.50,125.50,0.020,0.010,1.0,2.623,N
BX20-018,125.50,127.50,0.020,0.010,0.5,2.630,N
BX20-018,127.50,128.50,0.020,0.048,0.5,2.618,N
BX20-018,128.50,129.50,0.020,0.060,0.5,2.595,N
BX20-018,129.50,131.50,0.020,0.052,0.5,2.580,N
BX20-018,131.50,133.00,0.020,0.116,1.6,2.579,N
BX20-018,133.00,135.00,0.020,0.092,0.5,2.588,N
BX20-018,135.00,136.00,0.020,0.010,0.9,2.589,N
BX20-018,136.00,137.00,0.020,0.080,1.7,2.617,N
BX20-018,137.00,138.00,0.210,0.144,3.2,2.661,N
BX20-018,138.00,139.50,0.020,0.161,1.6,2.614,N
BX20-018,139.50,141.50,0.020,0.114,0.5,2.602,N
BX20-018,141.50,143.50,0.020,0.030,0.5,2.665,N
BX20-018,143.50,145.50,0.281,0.118,0.5,2.614,N
BX20-018,145.50,146.50,0.020,0.010,0.5,2.734,N
BX20-018,146.50,148.50,0.227,0.214,0.5,2.627,N
BX20-018,148.50,150.00,0.020,0.010,0.5,2.612,N
BX20-018,150.00,151.00,0.020,0.010,1.7,2.679,N
BX20-018,151.00,152.00,0.088,0.185,3.7,2.661,N
BX20-018,152.00,153.50,0.020,0.135,0.5,2.652,N
BX20-018,153.50,155.50,0.026,0.010,1.1,2.663,N
BX20-018,155.50,156.50,0.317,0.173,5.1,2.679,N
BX20-018,156.50,158.50,0.132,0.343,0.7,2.606,N
BX20-018,158.50,159.50,0.020,0.038,1.7,2.609,N
BX20-018,159.50,161.50,0.020,0.010,0.5,2.598,N
BX20-018,161.50,163.00,0.417,0.169,4.4,2.655,N
BX20-018,163.00,164.00,0.650,0.194,3.1,2.656,N
BX20-018,164.00,166.00,0.020,0.252,0.5,2.621,N
BX20-018,166.00,168.00,0.114,0.018,1.4,2.603,N
BX20-018,168.00,170.00,0.067,0.010,0.5,2.609,N
BX20-018,170.00,171.00,0.020,0.010,0.5,2.585,N
BX20-018,171.00,173.00,0.020,0.024,0.8,2.633,N
BX20-018,173.00,174.50,0.020,0.100,0.5,2.650,N
BX20-018,174.50,176.00,0.020,0.039,0.5,2.634,N
BX20-018,176.00,177.50,0.699,0.312,9.8,2.639,N
BX20-018,177.50,178.50,0.424,0.297,4.8,2.604,N
BX20-018,178.50,179.50,0.716,0.270,1.7,2.627,N
BX20-018,179.50,180.50,0.020,0.095,0.5,2.657,N
BX20-018,180.50,182.50,0.323,0.195,3.8,2.627,N
BX20-018,182.50,184.00,0.020,0.099,2.0,2.661,Y
BX20-018,184.00,185.50,0.020,0.140,1.3,2.571,N
BX20-018,185.50,186.50,0.020,0.154,2.8,2.636,N
BX20-018,186.50,187.50,0.020,0.095,0.5,2.617,N
BX20-018,187.50,189.00,0.200,0.010,0.5,2.678,N
BX20-018,189.00,190.50,0.020,0.087,1.1,2.601,N
BX20-018,190.50,191.50,0.020,0.062,0.5,2.606,N
BX20-018,191.50,193.50,0.189,0.213,3.0,2.625,N
BX20-018,193.50,194.50,0.020,0.022,0.5,2.603,N
BX20-018,194.50,195.50,0.020,0.065,0.5,2.590,N
BX20-018,195.50,197.50,0.514,0.309,5.3,2.668,N
BX20-018,197.50,198.50,0.463,0.209,4.6,2.638,N
BX20-018,198.50,200.50,0.020,0.085,0.5,2.601,N
BX20-018,200.50,202.50,0.020,0.010,2.5,2.615,N
BX20-018,202.50,204.50,0.020,0.064,0.5,2.639,N
BX20-018,204.50,206.50,0.020,0.010,0.5,2.606,N
BX20-018,206.50,207.50,0.092,0.010,1.5,2.612,N
BX20-018,207.50,208.50,0.056,0.080,0.5,2.661,N
BX20-018,208.50,209.50,0.020,0.010,0.5,2.618,N
BX20-018,209.50,211.50,0.020,0.010,0.5,2.635,N
BX20-018,211.50,212.50,0.075,0.024,0.5,2.643,N
BX20-018,212.50,214.00,0.206,0.019,0.5,2.635,N
BX20-018,214.00,216.00,0.284,0.209,0.5,2.644,N
BX20-018,216.00,217.50,0.020,0.010,2.6,2.601,N
BX20-018,217.50,219.50,0.020,0.039,0.5,2.602,N
BX20-018,219.50,220.50,0.020,0.085,0.5,2.603,N
BX20-018,220.50,221.50,0.020,0.227,1.3,2.616,N
BX20-018,221.50,223.50,0.020,0.010,0.5,2.637,N
BX20-018,223.50,224.50,0.288,0.020,0.5,2.650,N
BX20-018,224.50,225.50,0.020,0.010,0.5,2.617,N
BX20-018,225.50,227.50,0.247,0.034,0.5,2.655,N
BX20-018,227.50,229.00,0.550,0.376,4.7,2.638,N
BX20-018,229.00,230.00,0.020,0.010,0.5,2.582,N
BX20-018,230.00,231.00,0.496,0.251,1.1,2.659,N
BX20-018,231.00,232.00,0.020,0.029,1.2,2.662,N
BX20-018,232.00,233.50,0.293,0.113,2.6,2.620,N
BX20-018,233.50,235.00,0.020,0.087,0.8,2.672,N
BX20-018,235.00,237.00,0.550,0.010,2.1,2.673,N
BX20-018,237.00,238.00,0.086,0.056,5.3,2.645,N
BX20-018,238.00,239.00,0.020,0.010,0.5,2.627,N
BX20-018,239.00,241.00,0.046,0.010,2.4,2.652,N
BX20-018,241.00,242.50,0.020,0.083,2.0,2.626,N
BX20-018,242.50,243.50,0.447,0.032,6.1,2.589,N
BX20-018,243.50,245.00,0.020,0.206,0.5,2.608,N
BX20-018,245.00,247.00,0.265,0.154,3.8,2.646,N
BX20-018,247.00,248.00,0.020,0.028,0.8,2.614,N
BX20-018,248.00,249.00,0.135,0.010,0.5,2.646,N
BX20-018,249.00,250.00,0.020,0.010,0.5,2.619,N
BX20-018,250.00,251.50,0.020,0.082,0.5,2.551,N
BX20-018,251.50,253.00,0.020,0.140,0.5,2.586,N
BX20-018,253.00,254.00,0.020,0.118,0.5,2.592,N
BX20-018,254.00,255.50,0.020,0.010,4.6,2.649,N
BX20-018,255.50,257.50,0.316,0.021,1.0,2.653,N
BX20-018,257.50,258.50,0.020,0.010,0.5,2.623,N
BX20-018,258.50,259.50,0.020,0.010,0.5,2.626,N
BX20-018,259.50,261.50,0.334,0.010,1.7,2.651,N
BX20-018,261.50,262.50,0.405,0.210,3.1,2.677,Y
BX20-018,262.50,264.00,0.323,0.129,6.0,2.633,N
BX20-018,264.00,265.50,0.418,0.215,3.8,2.672,N
BX20-018,265.50,266.50,0.020,0.069,0.5,2.583,N
BX20-018,266.50,267.50,0.091,0.079,2.6,2.644,N
BX20-018,267.50,268.00,0.020,0.010,0.5,2.633,N
BX20-019,0.00,1.00,0.020,0.010,0.5,2.598,N
BX20-019,1.00,2.50,0.020,0.010,0.5,2.572,N
BX20-019,2.50,3.50,0.203,0.191,0.5,2.627,N
BX20-019,3.50,5.50,0.020,0.010,2.5,2.603,N
BX20-019,5.50,7.50,0.094,0.010,0.5,2.616,N
BX20-019,7.50,9.00,0.020,0.024,0.5,2.643,N
BX20-019,9.00,11.00,0.204,0.110,2.0,2.604,N
BX20-019,11.00,13.00,0.292,0.028,0.5,2.647,N
BX20-019,13.00,14.00,0.020,0.010,0.5,2.646,N
BX20-019,14.00,15.00,0.682,0.207,4.4,2.660,N
BX20-019,15.00,16.00,0.020,0.162,0.5,2.580,N
BX20-019,16.00,18.00,0.308,0.216,3.3,2.590,N
BX20-019,18.00,19.00,0.714,0.225,3.0,2.709,N
BX20-019,19.00,20.50,0.125,0.065,0.5,2.627,N
BX20-019,20.50,22.00,0.020,0.050,1.3,2.587,N
BX20-019,22.00,23.00,0.078,0.044,4.1,2.581,N
BX20-019,23.00,24.00,0.020,0.010,0.5,2.598,N
BX20-019,24.00,25.50,0.020,0.010,0.5,2.604,N
BX20-019,25.50,26.50,0.020,0.010,0.5,2.614,N
BX20-019,26.50,27.50,0.020,0.010,0.5,2.608,N
BX20-019,27.50,29.00,0.033,0.091,0.6,2.655,N
BX20-019,29.00,31.00,0.151,0.181,4.5,2.636,N
BX20-019,31.00,32.50,0.442,0.057,10.6,2.641,N
BX20-019,32.50,33.50,0.020,0.043,1.9,2.623,N
BX20-019,33.50,34.50,0.020,0.010,0.5,2.588,N
BX20-019,34.50,35.50,0.020,0.018,5.0,2.635,N
BX20-019,35.50,36.50,0.220,0.010,3.6,2.635,N
BX20-019,36.50,38.00,0.020,0.010,1.6,2.625,N
BX20-019,38.00,40.00,0.025,0.010,1.9,2.615,N
BX20-019,40.00,41.00,0.020,0.010,2.7,2.667,N
BX20-019,41.00,43.00,0.020,0.175,0.5,2.629,N
BX20-019,43.00,44.00,0.650,0.123,7.4,2.653,N
BX20-019,44.00,45.00,0.441,0.013,4.8,2.620,N
BX20-019,45.00,46.00,0.020,0.010,0.8,2.593,N
BX20-019,46.00,47.00,0.020,0.077,0.5,2.670,N
BX20-019,47.00,48.00,0.020,0.010,0.5,2.623,N
BX20-019,48.00,49.50,0.573,0.065,1.8,2.681,N
BX20-019,49.50,50.50,0.020,0.064,1.2,2.591,N
BX20-019,50.50,52.50,0.100,0.036,3.7,2.614,N
BX20-019,52.50,53.50,0.444,0.180,3.9,2.644,N
BX20-019,53.50,55.00,0.199,0.036,0.5,2.625,N
BX20-019,55.00,56.00,0.088,0.010,0.5,2.667,N
BX20-019,56.00,57.50,0.055,0.038,0.6,2.613,N
BX20-019,57.50,58.50,0.020,0.010,1.5,2.591,N
BX20-019,58.50,60.50,0.261,0.053,2.0,2.649,N
BX20-019,60.50,61.50,0.020,0.010,0.5,2.634,N
BX20-019,61.50,62.50,0.369,0.010,1.3,2.662,N
BX20-019,62.50,64.50,0.020,0.010,4.0,2.613,N
BX20-019,64.50,66.00,0.141,0.124,2.9,2.563,N
BX20-019,66.00,67.00,0.020,0.131,0.5,2.632,N
BX20-019,67.00,68.00,0.340,0.010,4.6,2.638,N
BX20-019,68.00,69.00,0.254,0.010,0.5,2.623,N
BX20-019,69.00,70.50,0.123,0.034,0.5,2.653,N
BX20-019,70.50,72.50,0.457,0.150,6.0,2.622,N
BX20-019,72.50,73.50,0.407,0.184,0.5,2.665,N
BX20-019,73.50,74.50,0.021,0.058,0.5,2.646,N
BX20-019,74.50,75.50,0.020,0.033,1.9,2.643,N
BX20-019,75.50,76.50,0.275,0.150,3.1,2.640,N
BX20-019,76.50,78.50,0.232,0.219,2.4,2.638,N
BX20-019,78.50,80.00,0.020,0.010,0.5,2.600,N
BX20-019,80.00,82.00,0.109,0.170,2.7,2.630,N
BX20-019,82.00,83.00,0.155,0.010,3.4,2.625,N
BX20-019,83.00,84.00,0.020,0.145,0.5,2.620,N
BX20-019,84.00,85.50,0.252,0.181,0.6,2.632,N
BX20-019,85.50,87.50,0.548,0.105,6.2,2.642,N
BX20-019,87.50,89.00,0.245,0.139,0.5,2.642,N
BX20-019,89.00,90.50,0.020,0.170,1.6,2.630,N
BX20-019,90.50,92.00,0.020,0.156,0.7,2.599,N
BX20-019,92.00,94.00,0.046,0.025,0.5,2.634,N
BX20-019,94.00,95.00,0.455,0.021,0.5,2.627,N
BX20-019,95.00,96.00,0.045,0.010,0.5,2.638,N
BX20-019,96.00,98.00,0.020,0.077,0.5,2.672,N
BX20-019,98.00,99.00,0.075,0.010,2.5,2.571,N
BX20-019,99.00,100.50,0.020,0.112,1.1,2.646,N
BX20-019,100.50,101.50,0.093,0.010,0.5,2.659,N
BX20-019,101.50,102.50,0.197,0.010,2.7,2.663,N
BX20-019,102.50,103.50,0.498,0.093,0.9,2.621,N
BX20-019,103.50,104.50,0.020,0.010,0.7,2.604,N
BX20-019,104.50,106.50,0.397,0.071,2.8,2.569,N
BX20-019,106.50,107.50,0.349,0.255,3.5,2.631,N
BX20-019,107.50,109.00,0.020,0.145,2.3,2.663,N
BX20-019,109.00,110.00,0.107,0.238,0.5,2.683,N
BX20-019,110.00,111.50,0.020,0.010,2.8,2.613,N
BX20-019,111.50,113.50,0.020,0.010,0.5,2.604,N
BX20-019,113.50,115.00,0.020,0.010,0.5,2.601,N
BX20-019,115.00,116.50,0.020,0.086,0.5,2.623,N
BX20-019,116.50,117.50,0.020,0.011,0.5,2.651,N
BX20-019,117.50,119.50,0.149,0.073,4.4,2.629,N
BX20-019,119.50,121.00,0.347,0.301,0.7,2.638,N
BX20-019,121.00,122.00,0.269,0.119,6.0,2.595,N
BX20-019,122.00,123.00,0.275,0.010,3.0,2.609,N
BX20-019,123.00,124.00,0.020,0.146,0.5,2.655,N
BX20-019,124.00,125.00,0.020,0.010,0.5,2.580,N
BX20-019,125.00,126.00,0.020,0.032,0.5,2.612,N
BX20-019,126.00,127.00,0.020,0.141,2.1,2.534,N
BX20-019,127.00,128.00,0.020,0.010,0.5,2.653,N
