X,Y,Z,DX,DY,DZ,ROCKTYPE,WEATHERING,CLASS,ZN_PCT,AG_GPT,DENSITY,PERIOD
10100.0,20440.0,380.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.452,2.71,2.647,
10100.0,20440.0,390.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.457,2.74,2.647,
10100.0,20440.0,400.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.020,0.12,2.621,
10100.0,20440.0,410.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.387,2.32,2.643,
10100.0,20440.0,420.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.020,0.12,2.621,
10100.0,20440.0,430.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.020,0.12,2.621,
10100.0,20440.0,440.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.148,0.89,2.629,
10100.0,20440.0,450.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.104,0.62,2.626,
10120.0,20060.0,120.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.165,0.99,2.630,
10120.0,20060.0,130.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20060.0,140.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.150,0.90,2.629,
10120.0,20060.0,150.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.890,5.34,2.673,
10120.0,20060.0,160.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20060.0,170.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.120,0.72,2.627,
10120.0,20060.0,180.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20060.0,190.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20060.0,200.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20060.0,210.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.264,1.58,2.636,
10120.0,20060.0,220.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.326,1.96,2.640,
10120.0,20060.0,230.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.335,2.01,2.640,
10120.0,20060.0,240.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20060.0,250.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20060.0,260.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.242,1.45,2.634,
10120.0,20060.0,270.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.876,5.26,2.673,
10120.0,20060.0,280.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.236,1.42,2.634,
10120.0,20060.0,290.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20060.0,300.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20060.0,310.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20060.0,320.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20060.0,330.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.262,1.57,2.636,
10120.0,20060.0,340.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.566,3.40,2.654,
10120.0,20060.0,350.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.516,3.10,2.651,
10120.0,20060.0,360.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20060.0,370.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.022,0.13,2.621,
10120.0,20060.0,380.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.196,1.17,2.632,
10120.0,20060.0,390.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.020,0.12,2.621,
10120.0,20060.0,400.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.156,0.94,2.629,
10120.0,20060.0,410.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.311,1.86,2.639,
10120.0,20060.0,420.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.277,1.66,2.637,
10120.0,20060.0,430.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.249,1.49,2.635,
10120.0,20060.0,440.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.020,0.12,2.621,
10120.0,20060.0,450.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.076,0.46,2.625,
10120.0,20080.0,120.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,130.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,140.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.199,1.19,2.632,
10120.0,20080.0,150.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,160.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,170.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.916,5.50,2.675,
10120.0,20080.0,180.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.350,2.10,2.641,
10120.0,20080.0,190.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.335,2.01,2.640,
10120.0,20080.0,200.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.151,0.91,2.629,
10120.0,20080.0,210.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.041,0.25,2.622,
10120.0,20080.0,220.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,230.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.421,2.53,2.645,
10120.0,20080.0,240.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.464,2.78,2.648,
10120.0,20080.0,250.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,260.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.154,0.93,2.629,
10120.0,20080.0,270.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,280.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,290.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.218,1.31,2.633,
10120.0,20080.0,300.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,310.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,320.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,330.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.043,0.26,2.623,
10120.0,20080.0,340.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,350.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,360.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,370.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,380.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,390.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.317,1.90,2.639,
10120.0,20080.0,400.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,410.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,420.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.679,4.07,2.661,
10120.0,20080.0,430.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,440.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.020,0.12,2.621,
10120.0,20080.0,450.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.038,0.23,2.622,
10120.0,20100.0,120.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20100.0,130.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.200,1.20,2.632,
10120.0,20100.0,140.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20100.0,150.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.663,3.98,2.660,
10120.0,20100.0,160.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20100.0,170.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20100.0,180.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20100.0,190.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20100.0,200.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20100.0,210.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,1.043,6.26,2.683,
10120.0,20100.0,220.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.028,0.17,2.622,
10120.0,20100.0,230.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.241,1.45,2.634,
10120.0,20100.0,240.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20100.0,250.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20100.0,260.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20100.0,270.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.337,2.02,2.640,
10120.0,20100.0,280.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20100.0,290.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20100.0,300.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20100.0,310.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.055,0.33,2.623,
10120.0,20100.0,320.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.384,2.31,2.643,
10120.0,20100.0,330.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.788,4.73,2.667,
10120.0,20100.0,340.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20100.0,350.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.303,1.82,2.638,
10120.0,20100.0,360.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20100.0,370.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.088,0.53,2.625,
10120.0,20100.0,380.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.640,3.84,2.658,
10120.0,20100.0,390.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.272,1.63,2.636,
10120.0,20100.0,400.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.387,2.32,2.643,
10120.0,20100.0,410.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.907,5.44,2.674,
10120.0,20100.0,420.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.629,3.77,2.658,
10120.0,20100.0,430.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.290,1.74,2.637,
10120.0,20100.0,440.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.343,2.06,2.641,
10120.0,20100.0,450.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.184,1.10,2.631,
10120.0,20120.0,120.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20120.0,130.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20120.0,140.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20120.0,150.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20120.0,160.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.025,0.15,2.622,
10120.0,20120.0,170.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.295,1.77,2.638,
10120.0,20120.0,180.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20120.0,190.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20120.0,200.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20120.0,210.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.194,1.16,2.632,
10120.0,20120.0,220.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.044,0.26,2.623,
10120.0,20120.0,230.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20120.0,240.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.052,0.31,2.623,
10120.0,20120.0,250.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.391,2.34,2.643,
10120.0,20120.0,260.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.095,0.57,2.626,
10120.0,20120.0,270.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.076,0.46,2.625,
10120.0,20120.0,280.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20120.0,290.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.193,1.16,2.632,
10120.0,20120.0,300.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.201,1.21,2.632,
10120.0,20120.0,310.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20120.0,320.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20120.0,330.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.146,0.87,2.629,
10120.0,20120.0,340.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20120.0,350.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.026,0.16,2.622,
10120.0,20120.0,360.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20120.0,370.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.143,0.86,2.629,
10120.0,20120.0,380.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.536,3.22,2.652,
10120.0,20120.0,390.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.079,0.47,2.625,
10120.0,20120.0,400.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.427,2.56,2.646,
10120.0,20120.0,410.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.220,1.32,2.633,
10120.0,20120.0,420.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.020,0.12,2.621,
10120.0,20120.0,430.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.559,3.35,2.654,
10120.0,20120.0,440.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.596,3.57,2.656,
10120.0,20120.0,450.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.255,1.53,2.635,
10120.0,20140.0,120.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.186,1.12,2.631,
10120.0,20140.0,130.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20140.0,140.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.097,0.58,2.626,
10120.0,20140.0,150.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.289,1.73,2.637,
10120.0,20140.0,160.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20140.0,170.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.156,0.93,2.629,
10120.0,20140.0,180.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.050,0.30,2.623,
10120.0,20140.0,190.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.249,1.49,2.635,
10120.0,20140.0,200.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20140.0,210.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20140.0,220.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20140.0,230.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.068,0.41,2.624,
10120.0,20140.0,240.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20140.0,250.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20140.0,260.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20140.0,270.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.547,3.28,2.653,
10120.0,20140.0,280.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.096,0.57,2.626,
10120.0,20140.0,290.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20140.0,300.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.320,1.92,2.639,
10120.0,20140.0,310.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20140.0,320.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.237,1.42,2.634,
10120.0,20140.0,330.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.234,1.40,2.634,
10120.0,20140.0,340.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.564,3.38,2.654,
10120.0,20140.0,350.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.196,1.17,2.632,
10120.0,20140.0,360.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.316,1.90,2.639,
10120.0,20140.0,370.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.744,4.46,2.665,
10120.0,20140.0,380.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.412,2.47,2.645,
10120.0,20140.0,390.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.075,0.45,2.624,
10120.0,20140.0,400.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.214,1.28,2.633,
10120.0,20140.0,410.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.020,0.12,2.621,
10120.0,20140.0,420.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.020,0.12,2.621,
10120.0,20140.0,430.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.351,2.11,2.641,
10120.0,20140.0,440.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.388,2.33,2.643,
10120.0,20140.0,450.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,1.150,6.90,2.689,
10120.0,20160.0,120.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20160.0,130.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.463,2.78,2.648,
10120.0,20160.0,140.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.240,1.44,2.634,
10120.0,20160.0,150.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.181,1.08,2.631,
10120.0,20160.0,160.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.578,3.47,2.655,
10120.0,20160.0,170.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20160.0,180.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20160.0,190.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.158,0.95,2.629,
10120.0,20160.0,200.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.636,3.82,2.658,
10120.0,20160.0,210.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20160.0,220.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.173,1.04,2.630,
10120.0,20160.0,230.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20160.0,240.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20160.0,250.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.405,2.43,2.644,
10120.0,20160.0,260.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.178,1.07,2.631,
10120.0,20160.0,270.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20160.0,280.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.222,1.33,2.633,
10120.0,20160.0,290.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20160.0,300.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.171,1.02,2.630,
10120.0,20160.0,310.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.160,0.96,2.630,
10120.0,20160.0,320.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.243,1.46,2.635,
10120.0,20160.0,330.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.357,2.14,2.641,
10120.0,20160.0,340.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.309,1.85,2.639,
10120.0,20160.0,350.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20160.0,360.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20160.0,370.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.357,2.14,2.641,
10120.0,20160.0,380.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.669,4.01,2.660,
10120.0,20160.0,390.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.252,1.51,2.635,
10120.0,20160.0,400.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.264,1.58,2.636,
10120.0,20160.0,410.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,INDICATED,0.860,5.16,2.672,
10120.0,20160.0,420.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.558,3.35,2.653,
10120.0,20160.0,430.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.326,1.96,2.640,
10120.0,20160.0,440.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.747,4.48,2.665,
10120.0,20160.0,450.0,20.0,20.0,10.0,VOLCANIC,OXIDE,INDICATED,0.764,4.58,2.666,
10120.0,20180.0,120.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.876,5.26,2.673,
10120.0,20180.0,130.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.086,0.51,2.625,
10120.0,20180.0,140.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.586,3.52,2.655,
10120.0,20180.0,150.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20180.0,160.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20180.0,170.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.191,1.15,2.631,
10120.0,20180.0,180.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20180.0,190.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20180.0,200.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20180.0,210.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20180.0,220.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.265,1.59,2.636,
10120.0,20180.0,230.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20180.0,240.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.422,2.53,2.645,
10120.0,20180.0,250.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.054,0.33,2.623,
10120.0,20180.0,260.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20180.0,270.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.181,1.09,2.631,
10120.0,20180.0,280.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.160,0.96,2.630,
10120.0,20180.0,290.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20180.0,300.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.288,1.73,2.637,
10120.0,20180.0,310.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20180.0,320.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20180.0,330.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20180.0,340.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.020,0.12,2.621,
10120.0,20180.0,350.0,20.0,20.0,10.0,SEDIMENT,FRESH,INDICATED,0.253,1.52,2.635,
10120.0,20180.0,360.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.227,1.36,2.634,
10120.0,20180.0,370.0,20.0,20.0,10.0,VOLCANIC,FRESH,INDICATED,0.020,0.12,2.621,
